ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age Stages,Purchased Bike
21213,Single,Male,"$70,000",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,41,Middle Aged,No
13620,Single,Male,"$70,000",0,Bachelors,Professional,No,3,10+ Miles,Pacific,30,Young,Yes
21184,Single,Male,"$70,000",0,Bachelors,Professional,No,1,5-10 Miles,Pacific,38,Middle Aged,No
26150,Single,Female,"$70,000",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,41,Middle Aged,Yes
11116,Married,Male,"$70,000",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,43,Middle Aged,No
19618,Married,Male,"$70,000",5,Partial College,Skilled Manual,Yes,2,0-1 Miles,Pacific,44,Middle Aged,No
11061,Married,Male,"$70,000",2,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,52,Middle Aged,Yes
26765,Single,Female,"$70,000",5,Partial College,Skilled Manual,Yes,2,5-10 Miles,Pacific,45,Middle Aged,No
28323,Single,Male,"$70,000",0,Bachelors,Professional,No,2,5-10 Miles,Pacific,43,Middle Aged,Yes
21974,Single,Female,"$70,000",0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,42,Middle Aged,Yes
14032,Married,Male,"$70,000",2,High School,Skilled Manual,No,2,1-2 Miles,Pacific,50,Middle Aged,Yes
25065,Married,Male,"$70,000",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,48,Middle Aged,No
23707,Single,Male,"$70,000",5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Middle Aged,Yes
27650,Married,Male,"$70,000",4,High School,Professional,Yes,0,5-10 Miles,North America,51,Middle Aged,No
15302,Single,Female,"$70,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Young,Yes
25405,Married,Male,"$70,000",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Aged,Yes
25074,Married,Female,"$70,000",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Middle Aged,Yes
18613,Single,Male,"$70,000",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle Aged,Yes
16154,Married,Female,"$70,000",5,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,Middle Aged,No
22294,Single,Female,"$70,000",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle Aged,Yes
12195,Single,Female,"$70,000",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,52,Middle Aged,No
25898,Married,Female,"$70,000",2,High School,Professional,Yes,2,2-5 Miles,North America,53,Middle Aged,No
14063,Single,Female,"$70,000",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Middle Aged,Yes
18560,Married,Female,"$70,000",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Young,Yes
23378,Married,Male,"$70,000",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Middle Aged,Yes
20370,Married,Male,"$70,000",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Aged,No
28667,Single,Male,"$70,000",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Middle Aged,Yes
19812,Single,Female,"$70,000",2,Partial College,Professional,Yes,0,5-10 Miles,North America,49,Middle Aged,Yes
17458,Single,Male,"$70,000",3,High School,Professional,Yes,0,5-10 Miles,North America,52,Middle Aged,Yes
16145,Single,Female,"$70,000",5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,Middle Aged,Yes
25983,Married,Male,"$70,000",0,Bachelors,Professional,No,1,0-1 Miles,North America,43,Middle Aged,No
11200,Married,Male,"$70,000",4,Bachelors,Management,Yes,1,1-2 Miles,North America,58,Middle Aged,No
21801,Married,Female,"$70,000",4,Partial College,Professional,Yes,1,1-2 Miles,North America,55,Middle Aged,No
25943,Single,Female,"$70,000",0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Young,Yes
27643,Single,Male,"$70,000",5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,Middle Aged,No
18949,Single,Male,"$70,000",0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Old,Yes
21741,Married,Female,"$70,000",3,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Middle Aged,Yes
14572,Married,Female,"$70,000",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
25872,Single,Female,"$70,000",2,Bachelors,Management,No,1,2-5 Miles,North America,58,Middle Aged,Yes
19164,Single,Female,"$70,000",0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Middle Aged,Yes
18435,Single,Female,"$70,000",5,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,Old,Yes
11287,Married,Male,"$70,000",5,Partial College,Professional,No,3,5-10 Miles,North America,45,Middle Aged,No
12964,Married,Male,"$70,000",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Middle Aged,No
11890,Married,Female,"$70,000",5,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,47,Middle Aged,No
21471,Married,Male,"$70,000",2,Partial College,Professional,Yes,1,10+ Miles,North America,59,Middle Aged,No
11817,Single,Female,"$70,000",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
23376,Married,Male,"$70,000",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Middle Aged,Yes
16795,Married,Female,"$70,000",4,Bachelors,Management,Yes,1,1-2 Miles,North America,59,Middle Aged,No
11199,Married,Female,"$70,000",4,Bachelors,Management,Yes,1,10+ Miles,North America,59,Middle Aged,No
17546,Married,Female,"$70,000",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Middle Aged,Yes
18069,Married,Male,"$70,000",5,Bachelors,Management,Yes,4,10+ Miles,North America,60,Middle Aged,No
23712,Single,Female,"$70,000",2,Bachelors,Management,Yes,1,10+ Miles,North America,59,Middle Aged,No
20518,Married,Female,"$70,000",2,Partial College,Professional,Yes,1,10+ Miles,North America,58,Middle Aged,No
11669,Single,Female,"$70,000",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle Aged,No
26327,Married,Male,"$70,000",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
26341,Married,Female,"$70,000",5,Graduate Degree,Professional,Yes,2,0-1 Miles,North America,37,Middle Aged,No
14493,Single,Female,"$70,000",3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Middle Aged,No
16144,Married,Male,"$70,000",1,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,46,Middle Aged,Yes
18504,Married,Male,"$70,000",2,Partial High School,Skilled Manual,No,2,1-2 Miles,North America,49,Middle Aged,No
20535,Married,Female,"$70,000",4,Partial College,Professional,Yes,1,10+ Miles,North America,56,Middle Aged,No
12957,Single,Female,"$70,000",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Middle Aged,No
20514,Married,Female,"$70,000",2,Partial College,Professional,Yes,1,2-5 Miles,North America,59,Middle Aged,No
16753,Single,Female,"$70,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Young,Yes
29030,Married,Male,"$70,000",2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,54,Middle Aged,No
26490,Single,Male,"$70,000",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Middle Aged,Yes
16112,Single,Male,"$70,000",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Aged,Yes
28031,Single,Female,"$70,000",2,Bachelors,Management,No,1,2-5 Miles,North America,59,Middle Aged,Yes
13382,Married,Male,"$70,000",5,Partial College,Professional,Yes,2,1-2 Miles,North America,57,Middle Aged,Yes
11255,Married,Male,"$70,000",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,73,Old,No
20376,Single,Female,"$70,000",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,52,Middle Aged,Yes
15749,Single,Female,"$70,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,61,Old,No
25899,Married,Female,"$70,000",2,High School,Professional,Yes,2,10+ Miles,North America,53,Middle Aged,No
13351,Single,Female,"$70,000",4,Bachelors,Management,Yes,2,1-2 Miles,North America,62,Old,Yes
23041,Single,Female,"$70,000",4,High School,Professional,Yes,0,5-10 Miles,North America,50,Middle Aged,Yes
24433,Married,Male,"$70,000",3,High School,Professional,No,1,1-2 Miles,North America,52,Middle Aged,Yes
15501,Married,Male,"$70,000",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
19163,Married,Female,"$70,000",4,Bachelors,Professional,Yes,2,0-1 Miles,North America,43,Middle Aged,Yes
27540,Single,Female,"$70,000",0,Bachelors,Professional,No,1,0-1 Miles,North America,37,Middle Aged,Yes
19889,Single,Female,"$70,000",2,Partial High School,Skilled Manual,No,2,2-5 Miles,North America,54,Middle Aged,Yes
11233,Married,Male,"$70,000",4,Partial College,Professional,Yes,2,10+ Miles,North America,53,Middle Aged,No
13390,Married,Female,"$70,000",4,Partial College,Professional,No,1,1-2 Miles,North America,56,Middle Aged,No
26693,Married,Male,"$70,000",3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Middle Aged,No
22118,Single,Female,"$70,000",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Aged,Yes
27279,Single,Female,"$70,000",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,38,Middle Aged,Yes
15879,Married,Male,"$70,000",5,Bachelors,Management,Yes,2,2-5 Miles,North America,61,Old,No
11807,Married,Male,"$70,000",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Young,No
27074,Married,Female,"$70,000",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle Aged,Yes
17000,Single,Female,"$70,000",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,43,Middle Aged,Yes
13873,Married,Male,"$70,000",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Aged,Yes
18066,Single,Male,"$70,000",5,Bachelors,Management,Yes,3,10+ Miles,North America,60,Middle Aged,Yes
28192,Married,Female,"$70,000",5,Graduate Degree,Professional,Yes,3,10+ Miles,North America,46,Middle Aged,No
27273,Single,Male,"$70,000",3,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle Aged,Yes
22042,Married,Female,"$70,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,34,Young,Yes
12153,Single,Female,"$70,000",3,Partial College,Professional,Yes,1,5-10 Miles,North America,49,Middle Aged,Yes
26728,Single,Male,"$70,000",3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Middle Aged,Yes
11823,Married,Female,"$70,000",0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,39,Middle Aged,No
19543,Married,Male,"$70,000",5,Graduate Degree,Professional,No,3,10+ Miles,North America,47,Middle Aged,No
11663,Married,Male,"$70,000",4,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,36,Middle Aged,Yes
28056,Married,Male,"$70,000",2,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,53,Middle Aged,No
11788,Single,Female,"$70,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Young,No
22296,Married,Male,"$70,000",0,Bachelors,Professional,No,1,0-1 Miles,North America,38,Middle Aged,No
15319,Married,Female,"$70,000",4,Bachelors,Management,No,1,1-2 Miles,North America,59,Middle Aged,No
13886,Married,Female,"$70,000",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
27434,Single,Male,"$70,000",4,Partial College,Professional,Yes,1,10+ Miles,North America,56,Middle Aged,No
17462,Married,Male,"$70,000",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Aged,Yes
20659,Married,Male,"$70,000",3,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Aged,Yes
22730,Married,Male,"$70,000",5,Bachelors,Management,Yes,2,10+ Miles,North America,63,Old,No
28672,Single,Male,"$70,000",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
23542,Single,Male,"$60,000",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Middle Aged,Yes
24466,Married,Female,"$60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle Aged,Yes
15580,Married,Male,"$60,000",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Middle Aged,Yes
16185,Single,Male,"$60,000",4,Bachelors,Professional,Yes,3,10+ Miles,Pacific,41,Middle Aged,No
19562,Single,Female,"$60,000",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,Middle Aged,Yes
20236,Single,Male,"$60,000",3,Bachelors,Professional,No,2,0-1 Miles,Pacific,43,Middle Aged,Yes
26139,Single,Male,"$60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Middle Aged,No
12993,Married,Male,"$60,000",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,37,Middle Aged,No
26154,Married,Male,"$60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,43,Middle Aged,Yes
21980,Single,Female,"$60,000",1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,44,Middle Aged,Yes
29181,Single,Female,"$60,000",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,38,Middle Aged,Yes
11147,Married,Male,"$60,000",2,Graduate Degree,Management,Yes,1,0-1 Miles,Pacific,67,Old,Yes
24584,Single,Male,"$60,000",0,Bachelors,Professional,No,3,2-5 Miles,Pacific,31,Young,No
29298,Single,Female,"$60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle Aged,Yes
27696,Married,Male,"$60,000",1,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,43,Middle Aged,Yes
12666,Single,Male,"$60,000",0,Bachelors,Professional,No,4,2-5 Miles,Pacific,31,Young,No
14312,Married,Female,"$60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,Middle Aged,No
28319,Single,Female,"$60,000",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,46,Middle Aged,Yes
26663,Single,Female,"$60,000",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,39,Middle Aged,Yes
21207,Married,Male,"$60,000",1,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,46,Middle Aged,No
22936,Single,Female,"$60,000",1,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,45,Middle Aged,Yes
17310,Married,Male,"$60,000",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,Pacific,45,Middle Aged,Yes
18267,Married,Male,"$60,000",3,Bachelors,Professional,Yes,2,5-10 Miles,Pacific,43,Middle Aged,No
16163,Single,Male,"$60,000",2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,Middle Aged,Yes
11897,Single,Male,"$60,000",2,Bachelors,Professional,No,1,0-1 Miles,Pacific,37,Middle Aged,Yes
11738,Married,Male,"$60,000",4,Bachelors,Professional,Yes,0,2-5 Miles,North America,46,Middle Aged,No
24981,Married,Male,"$60,000",2,Partial College,Professional,Yes,2,10+ Miles,North America,56,Middle Aged,No
20678,Single,Female,"$60,000",3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,40,Middle Aged,Yes
15559,Married,Male,"$60,000",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,Middle Aged,No
16337,Married,Male,"$60,000",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,Young,No
18052,Married,Female,"$60,000",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle Aged,Yes
13353,Single,Female,"$60,000",4,Graduate Degree,Management,Yes,2,10+ Miles,North America,61,Old,Yes
22219,Married,Female,"$60,000",2,High School,Professional,Yes,2,5-10 Miles,North America,49,Middle Aged,No
17269,Single,Male,"$60,000",3,Bachelors,Professional,No,0,0-1 Miles,North America,47,Middle Aged,Yes
19413,Single,Male,"$60,000",3,Bachelors,Professional,No,1,0-1 Miles,North America,47,Middle Aged,Yes
16791,Single,Male,"$60,000",5,Bachelors,Management,Yes,3,10+ Miles,North America,59,Middle Aged,Yes
13233,Married,Male,"$60,000",2,Partial College,Professional,Yes,1,10+ Miles,North America,57,Middle Aged,Yes
25909,Married,Male,"$60,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Young,Yes
29143,Single,Female,"$60,000",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Middle Aged,Yes
24941,Married,Male,"$60,000",3,Bachelors,Management,Yes,2,10+ Miles,North America,66,Old,No
19758,Single,Male,"$60,000",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,Young,No
15529,Married,Male,"$60,000",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Aged,Yes
19884,Married,Male,"$60,000",2,High School,Professional,Yes,2,2-5 Miles,North America,55,Middle Aged,Yes
14417,Single,Male,"$60,000",3,High School,Professional,Yes,2,10+ Miles,North America,54,Middle Aged,Yes
18580,Married,Female,"$60,000",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Middle Aged,Yes
15895,Single,Female,"$60,000",2,Bachelors,Management,Yes,0,10+ Miles,North America,58,Middle Aged,No
18577,Married,Female,"$60,000",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,Middle Aged,No
18847,Married,Female,"$60,000",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,Old,No
21751,Married,Male,"$60,000",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,63,Old,No
13388,Single,Male,"$60,000",2,Partial College,Professional,Yes,1,10+ Miles,North America,56,Middle Aged,No
15313,Married,Male,"$60,000",4,Bachelors,Management,Yes,2,2-5 Miles,North America,59,Middle Aged,No
20380,Married,Female,"$60,000",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,Old,No
24943,Married,Male,"$60,000",3,Bachelors,Management,Yes,2,10+ Miles,North America,66,Old,No
17436,Married,Male,"$60,000",2,High School,Professional,No,2,1-2 Miles,North America,51,Middle Aged,No
12100,Single,Male,"$60,000",2,Bachelors,Management,Yes,0,10+ Miles,North America,57,Middle Aged,No
23158,Married,Female,"$60,000",1,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle Aged,Yes
19002,Married,Female,"$60,000",2,Partial College,Professional,Yes,1,2-5 Miles,North America,57,Middle Aged,Yes
18858,Single,Male,"$60,000",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Aged,Yes
20000,Married,Male,"$60,000",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Aged,Yes
16890,Married,Male,"$60,000",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle Aged,Yes
14633,Married,Male,"$60,000",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Middle Aged,No
11538,Single,Female,"$60,000",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Aged,Yes
25101,Married,Male,"$60,000",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,Middle Aged,No
22127,Married,Male,"$60,000",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,Old,No
20414,Married,Female,"$60,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,Young,No
23672,Married,Female,"$60,000",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,Old,No
27388,Married,Male,"$60,000",3,Bachelors,Management,No,2,1-2 Miles,North America,66,Old,No
25886,Married,Female,"$60,000",2,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Middle Aged,Yes
23368,Married,Female,"$60,000",5,Bachelors,Skilled Manual,Yes,3,10+ Miles,North America,41,Middle Aged,No
16217,Single,Female,"$60,000",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,39,Middle Aged,No
16247,Single,Female,"$60,000",4,Graduate Degree,Skilled Manual,No,0,1-2 Miles,North America,47,Middle Aged,No
14284,Single,Male,"$60,000",0,Partial College,Professional,No,2,1-2 Miles,North America,32,Young,Yes
17531,Married,Male,"$60,000",2,High School,Professional,No,2,5-10 Miles,North America,50,Middle Aged,No
24643,Single,Female,"$60,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,63,Old,No
21599,Married,Female,"$60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
17864,Married,Female,"$60,000",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Middle Aged,Yes
14592,Married,Female,"$60,000",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,Middle Aged,No
22227,Married,Female,"$60,000",2,High School,Professional,Yes,2,5-10 Miles,North America,50,Middle Aged,No
22252,Single,Female,"$60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
13760,Married,Male,"$60,000",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle Aged,No
21770,Married,Male,"$60,000",4,Bachelors,Management,Yes,2,10+ Miles,North America,60,Middle Aged,No
11165,Married,Female,"$60,000",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Young,No
29133,Single,Female,"$60,000",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Aged,No
27673,Single,Female,"$60,000",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle Aged,Yes
11699,Single,Male,"$60,000",0,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,30,Young,No
25970,Single,Female,"$60,000",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Middle Aged,Yes
29112,Single,Male,"$60,000",0,Partial College,Professional,No,2,1-2 Miles,North America,30,Young,No
20296,Single,Female,"$60,000",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Young,Yes
23358,Married,Male,"$60,000",0,High School,Professional,Yes,2,5-10 Miles,North America,32,Young,Yes
27090,Married,Female,"$60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Middle Aged,Yes
11886,Married,Female,"$60,000",3,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Middle Aged,Yes
24324,Single,Female,"$60,000",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle Aged,Yes
22220,Married,Male,"$60,000",2,High School,Professional,No,2,1-2 Miles,North America,49,Middle Aged,Yes
26625,Single,Female,"$60,000",0,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,38,Middle Aged,Yes
11225,Married,Female,"$60,000",2,Partial College,Professional,Yes,1,10+ Miles,North America,55,Middle Aged,No
12452,Married,Male,"$60,000",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Aged,Yes
28043,Married,Female,"$60,000",2,Bachelors,Management,Yes,0,10+ Miles,North America,56,Middle Aged,No
11801,Married,Male,"$60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle Aged,No
22211,Married,Male,"$60,000",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Young,No
27441,Married,Male,"$60,000",3,High School,Professional,No,2,2-5 Miles,North America,53,Middle Aged,No
23217,Single,Female,"$60,000",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle Aged,Yes
13216,Married,Female,"$60,000",5,Bachelors,Management,Yes,3,10+ Miles,North America,59,Middle Aged,No
25908,Married,Female,"$60,000",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,Young,No
24979,Married,Female,"$60,000",2,Partial College,Professional,Yes,2,2-5 Miles,North America,57,Middle Aged,Yes
17699,Married,Male,"$60,000",1,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,55,Middle Aged,No
11540,Single,Male,"$60,000",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle Aged,Yes
11783,Married,Female,"$60,000",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,Young,No
18105,Married,Female,"$60,000",2,Partial College,Professional,Yes,1,10+ Miles,North America,55,Middle Aged,No
20698,Married,Male,"$60,000",4,Bachelors,Skilled Manual,Yes,3,5-10 Miles,North America,42,Middle Aged,No
22221,Married,Male,"$60,000",2,High School,Professional,No,2,1-2 Miles,North America,48,Middle Aged,Yes
21306,Single,Male,"$60,000",2,High School,Professional,Yes,2,5-10 Miles,North America,51,Middle Aged,No
20310,Single,Male,"$60,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Young,Yes
15532,Single,Male,"$60,000",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle Aged,Yes
21417,Single,Female,"$60,000",0,Partial College,Professional,No,2,1-2 Miles,North America,32,Young,Yes
25954,Married,Male,"$60,000",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,31,Young,No
21660,Married,Female,"$60,000",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,43,Middle Aged,Yes
17012,Married,Female,"$60,000",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,42,Middle Aged,Yes
26582,Married,Male,"$60,000",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,33,Young,Yes
18411,Married,Male,"$60,000",2,High School,Professional,No,2,5-10 Miles,North America,51,Middle Aged,No
18572,Married,Female,"$60,000",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,39,Middle Aged,No
12922,Single,Female,"$60,000",3,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,40,Middle Aged,Yes
16773,Married,Male,"$60,000",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,Young,No
15555,Married,Female,"$60,000",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,45,Middle Aged,Yes
16751,Married,Male,"$60,000",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,32,Young,Yes
24801,Single,Male,"$60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle Aged,Yes
17519,Married,Female,"$60,000",0,Partial College,Professional,Yes,2,5-10 Miles,North America,32,Young,No
11745,Married,Female,"$60,000",1,Bachelors,Professional,Yes,1,0-1 Miles,North America,47,Middle Aged,Yes
28052,Married,Male,"$60,000",2,High School,Professional,Yes,2,10+ Miles,North America,55,Middle Aged,No
13942,Married,Male,"$60,000",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,46,Middle Aged,No
11219,Married,Male,"$60,000",2,High School,Professional,Yes,2,10+ Miles,North America,55,Middle Aged,No
16151,Married,Female,"$60,000",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle Aged,Yes
26597,Single,Female,"$60,000",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle Aged,No
14569,Married,Male,"$60,000",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle Aged,No
18607,Single,Female,"$60,000",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,Middle Aged,Yes
26305,Single,Female,"$60,000",2,Bachelors,Skilled Manual,No,0,0-1 Miles,North America,36,Middle Aged,Yes
25394,Married,Male,"$60,000",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Young,Yes
21695,Married,Male,"$60,000",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,39,Middle Aged,Yes
28657,Single,Male,"$60,000",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Middle Aged,Yes
21752,Married,Male,"$60,000",3,Graduate Degree,Management,Yes,2,10+ Miles,North America,64,Old,No
23449,Married,Male,"$60,000",2,High School,Professional,Yes,2,5-10 Miles,North America,48,Middle Aged,No
23459,Married,Male,"$60,000",2,High School,Professional,Yes,2,5-10 Miles,North America,50,Middle Aged,No
